Epoch,Node_Train_Loss,Net_Train_Loss,Node_Valid_Loss,Net_Valid_Loss,Time
1,0.9570816993713379,0.8634286284446716,1.084084391593933,0.996422678232193,42.11
2,0.9522218823432922,0.8480034947395325,1.0782296657562256,0.9919906556606293,93.68
3,0.9466230392456054,0.847604638338089,1.0798423290252686,0.995949923992157,134.89
4,0.9454189598560333,0.8448314428329468,1.0840457677841187,1.0084262490272522,176.82
5,0.9463883936405182,0.8431562066078186,1.1028032898902893,0.9833070039749146,220.42
6,0.9437114298343658,0.8426491916179657,1.074029564857483,1.0143924355506897,265.08
7,0.9460562884807586,0.8437435925006866,1.0749841332435608,0.9996597170829773,308.27
8,0.9429380238056183,0.8362356543540954,1.0919538140296936,1.0124773383140564,350.84
9,0.9461298525333405,0.835105812549591,1.1168774366378784,0.9880691170692444,394.23
10,0.9424745678901673,0.8322023093700409,1.0791280269622803,1.0056262910366058,437.93
11,0.9387644231319427,0.8347467660903931,1.1107597351074219,1.0040975213050842,480.06
12,0.9402555644512176,0.8377359628677368,1.0753703713417053,0.9941830337047577,524.74
13,0.9401720583438873,0.8299003660678863,1.0807087421417236,1.0055130124092102,569.81
14,0.9388002157211304,0.8304068148136139,1.0802250504493713,1.0249050855636597,612.38
15,0.9402850329875946,0.8265004754066467,1.0915775299072266,0.9937864542007446,655.67
16,0.9380928874015808,0.829059636592865,1.1089643239974976,1.019134521484375,704.63
17,0.9368737995624542,0.8316298127174377,1.0503934621810913,0.9919794797897339,756.16
18,0.9413483262062072,0.8310514390468597,1.0776690244674683,1.0214809775352478,801.82
19,0.9380581855773926,0.8303109109401703,1.1092307567596436,0.9958369135856628,845.64
20,0.9396756112575531,0.827920264005661,1.096169114112854,1.0125612020492554,887.37
21,0.9356111586093903,0.8262572646141052,1.0930529832839966,0.9985832571983337,930.99
22,0.9366489768028259,0.8243513226509094,1.1102977395057678,1.009097933769226,973.43
23,0.9348558723926544,0.8247900128364563,1.074730396270752,1.0083996057510376,1014.68
24,0.9417886674404145,0.8319997251033783,1.1083737015724182,0.9757705628871918,1057.62
25,0.9337612152099609,0.8270525395870209,1.1179536581039429,1.0215174555778503,1100.62
26,0.9318406701087951,0.8248154640197753,1.114117980003357,0.9849586188793182,1142.87
27,0.9340814530849457,0.8260444581508637,1.1129083633422852,1.0198280215263367,1185.52
28,0.9396303474903107,0.8265125751495361,1.1045663952827454,0.9916220307350159,1228.82
29,0.9329455554485321,0.8225704073905945,1.0790814757347107,0.9895264506340027,1274.66
