Epoch,Node_Train_Loss,Net_Train_Loss,Node_Valid_Loss,Net_Valid_Loss,Time
1,0.6898562788963318,0.632209700345993,0.544677734375,0.6612667441368103,28.31
2,0.6644749522209168,0.6737176597118377,0.5910409092903137,0.6754934191703796,62.36
3,0.6678541302680969,0.6765054523944855,0.5773208737373352,0.6727757453918457,91.22
4,0.6661906778812409,0.6749167442321777,0.5706417560577393,0.6697764992713928,121.62
5,0.6664533913135529,0.6751242518424988,0.5701090693473816,0.6710254549980164,152.07
6,0.6660201847553253,0.6767493486404419,0.5683238506317139,0.6736796498298645,181.45
7,0.6657536804676056,0.6791092216968536,0.5640026330947876,0.6759985685348511,210.23
8,0.6682720243930816,0.6817007899284363,0.5740756392478943,0.6724646091461182,240.05
9,0.6672950804233551,0.6799567401409149,0.572444498538971,0.6733494400978088,270.0
10,0.6658693492412567,0.67719886302948,0.5444588661193848,0.6710535287857056,299.5
11,0.665789783000946,0.6755131244659424,0.5687543153762817,0.6685683131217957,328.81
12,0.6657740533351898,0.6761863231658936,0.561565637588501,0.6730701923370361,358.31
13,0.6654087841510773,0.6787819623947143,0.5671488642692566,0.6685353517532349,388.06
14,0.666955155134201,0.6699735939502716,0.5828414559364319,0.6608942151069641,417.05
15,0.6636619150638581,0.6692764163017273,0.558885931968689,0.6604461669921875,445.53
16,0.6683395385742188,0.6645388185977936,0.5423714518547058,0.6511690616607666,475.24
17,0.6624512493610382,0.6639360666275025,0.5819521546363831,0.6565234661102295,504.28
18,0.6657215118408203,0.6700302064418793,0.5810866355895996,0.6596536636352539,533.34
19,0.6626424193382263,0.668018102645874,0.5551437735557556,0.6582956910133362,562.67
20,0.6638522803783417,0.6659089803695679,0.5595054030418396,0.6505571603775024,592.45
21,0.6650195777416229,0.6622355282306671,0.5523067712783813,0.6446053981781006,621.62
22,0.6628984332084655,0.6616493225097656,0.5769846439361572,0.6456150412559509,651.14
23,0.6655808448791504,0.6608098149299622,0.5418358445167542,0.648934543132782,679.41
24,0.6604907810688019,0.6643228173255921,0.5691041946411133,0.6511080265045166,709.02
25,0.6644212782382966,0.6657286167144776,0.5698949694633484,0.6428505778312683,738.06
26,0.6735783457756043,0.6518727540969849,0.5419214963912964,0.6283982396125793,766.86
27,0.6639155685901642,0.6518393516540527,0.5821042656898499,0.6372701525688171,796.59
28,0.6634936928749084,0.6563333451747895,0.5723846554756165,0.6383318901062012,825.71
29,0.6617648899555206,0.6553104281425476,0.5798152685165405,0.6375148296356201,856.85
30,0.6673426687717438,0.6545691132545471,0.5528581142425537,0.6368159055709839,886.5
31,0.6639277815818787,0.6611176908016205,0.5871106386184692,0.6483333110809326,915.64
32,0.6611281871795655,0.6637032985687256,0.5492803454399109,0.6412234306335449,945.35
33,0.66179119348526,0.6543657422065735,0.5507315993309021,0.6305769681930542,974.56
34,0.6661855518817902,0.6526391446590424,0.569817304611206,0.6397388577461243,1003.72
35,0.6648261964321136,0.6562522292137146,0.5373320579528809,0.6352395415306091,1033.39
36,0.6690387845039367,0.6485994756221771,0.5734874606132507,0.6213613152503967,1063.12
37,0.660715639591217,0.6445479333400727,0.553536057472229,0.6282252073287964,1092.36
38,0.6600177586078644,0.6467388451099396,0.5556803345680237,0.6252888441085815,1121.14
39,0.6594767928123474,0.6493121087551117,0.5611032247543335,0.6328079104423523,1150.39
40,0.6579881012439728,0.6509851455688477,0.5695585012435913,0.6347911953926086,1179.78
41,0.6598709166049957,0.6516619265079499,0.5439962148666382,0.6331273317337036,1208.9
42,0.6559358298778534,0.6505156457424164,0.5716547966003418,0.6352348923683167,1238.44
43,0.6564672291278839,0.6541001439094544,0.5794407725334167,0.6362515687942505,1267.53
44,0.6587076306343078,0.6514905869960785,0.5543357729911804,0.6323913335800171,1296.79
45,0.6584524273872375,0.6497401773929596,0.5591977834701538,0.6356619000434875,1327.52
46,0.6605078995227813,0.6551519155502319,0.574413537979126,0.6426064968109131,1356.92
47,0.6570700347423554,0.658597218990326,0.563234806060791,0.6400645971298218,1386.29
48,0.6551059126853943,0.6565833270549775,0.5642004609107971,0.6434339880943298,1415.59
49,0.6534514784812927,0.6574427247047424,0.5691885352134705,0.6438071727752686,1444.7
50,0.6515210390090942,0.6551500082015991,0.5739735960960388,0.6437473297119141,1474.36
