Epoch,Node_Train_Loss,Net_Train_Loss,Node_Valid_Loss,Net_Valid_Loss,Time
1,0.6751570582389832,0.7156910061836242,0.6763849854469299,0.7155958116054535,90.74
2,0.6682738661766052,0.7226841688156128,0.6796498000621796,0.7129236161708832,153.74
3,0.6663633584976196,0.7184388041496277,0.6775904893875122,0.7089943587779999,208.6
4,0.6673402845859527,0.7201084911823272,0.6793230473995209,0.7180302143096924,258.17
5,0.666845828294754,0.7327560126781464,0.6756326258182526,0.7249450385570526,300.43
6,0.6651136696338653,0.7404547274112702,0.6762106418609619,0.7263774573802948,345.13
7,0.6641375362873078,0.7320600867271423,0.6787046194076538,0.7151721119880676,395.36
8,0.6643740952014923,0.7240942537784576,0.6761990189552307,0.7092302143573761,450.45
9,0.6656678140163421,0.7201499879360199,0.6746927797794342,0.709971159696579,500.04
10,0.6656010448932648,0.7245624780654907,0.6798793375492096,0.7229422926902771,544.91
11,0.6639125108718872,0.7397933304309845,0.6795073449611664,0.7276248335838318,595.28
12,0.663538932800293,0.7372369110584259,0.6789764165878296,0.717315137386322,648.97
13,0.6669652760028839,0.724670273065567,0.6764697432518005,0.7057151794433594,692.42
14,0.6665940761566163,0.727715140581131,0.6747898161411285,0.7333168387413025,746.59
15,0.6631268501281739,0.7495750963687897,0.6770592033863068,0.7319136261940002,830.59
16,0.662810105085373,0.7412071883678436,0.679409384727478,0.7126128375530243,875.58
17,0.6640347361564636,0.7242274165153504,0.6789616942405701,0.7134064137935638,919.9
18,0.6636489629745483,0.7368449985980987,0.6801749765872955,0.7280277907848358,971.77
