Epoch,Train_RMSE,Valid_RMSE,Test_RMSE,Train_MAE,Valid_MAE,Test_MAE,Train_Pearson,Valid_Pearson,Test_Pearson,Time
1,31.481542550553407,20.15063133291943,23.273795471819,26.769957733154296,19.72458267211914,22.378253936767578,-0.013809459202235327,0.03737224594437959,0.015492350501744134,34.52
2,31.045188798887885,19.684315063559726,22.813790898835318,26.231545829772948,19.249408721923828,21.902057647705078,0.012220934893519728,0.07760987126115046,0.03795026591705809,70.8
3,30.636696188073422,19.22694581977701,22.36778236634739,25.768894004821778,18.782625198364258,21.440004348754883,0.016934185001241706,0.06371480317816422,0.034148425408497385,103.51
4,30.222188071935967,18.702571851156094,21.851797823411108,25.277474021911623,18.24762535095215,20.905088424682617,0.016562018042581405,0.05734075544301333,0.02282779399602873,138.59
5,29.766436637966432,18.10978112411305,21.27078989331489,24.707815170288086,17.643571853637695,20.303464889526367,0.015709084717443082,0.04565102523258111,0.026593753816787063,167.94
6,29.23079881921421,17.436704555949913,20.612565794979133,24.071526527404785,16.95848274230957,19.622272491455078,0.016157251976379593,0.03650633103121055,0.029943825173601092,197.12
7,28.638672980567563,16.6789958873007,19.87328633532021,23.348078536987305,16.188932418823242,18.858644485473633,0.017800501475820733,0.03902636592374303,0.03376146482004248,225.2
8,27.983747015828644,15.821560039546068,19.03744751690689,22.53214063644409,15.319232940673828,17.9969482421875,0.01910397203411362,0.035178383658111975,0.033849439818694385,253.06
9,27.22576212731401,14.875136943795836,18.11643032187693,21.629982471466064,14.359515190124512,17.049175262451172,0.020738516727812732,0.03448884648114759,0.036145201108063546,283.71
10,26.38525943179644,13.83288506084126,17.103113152060576,20.624958801269532,13.302985191345215,16.006603240966797,0.020386603292028092,0.032764948521159735,0.03672622088043848,312.82
11,25.556844474612113,12.630600697298975,15.936945647528125,19.4886944770813,12.081787109375,14.804608345031738,0.021260179879441204,0.031287288441749536,0.03572254431473198,341.53
12,24.552775345378873,11.380646697912,14.728399980690739,18.276526927947998,10.809653282165527,13.55489730834961,0.022077257998441967,0.03519908341185456,0.03767541365846535,369.56
13,23.526285251124648,10.071729135714637,13.464486777252398,16.99279375076294,9.471783638000488,12.242037773132324,0.022272736276922146,0.0335653758092648,0.034127032689439916,399.2
14,22.53579800611598,8.6724930276675,12.114440724699826,15.638975620269775,8.02919864654541,10.829548835754395,0.021867530258416118,0.03344150797962099,0.03638230244141426,426.85
15,21.484702323500862,7.315275790268971,10.79731875444808,14.252149391174317,6.610636234283447,9.44001293182373,0.023000471968123194,0.031163801767059726,0.04019699331670956,456.07
16,20.512865653489648,6.037956975540366,9.528377512847806,12.888005495071411,5.2394514083862305,8.086014747619629,0.024527371459934406,0.035159856236626576,0.04387131813302825,483.92
17,19.615943305918424,4.977092145824441,8.387494233039886,11.62222113609314,4.050773620605469,6.84210205078125,0.026295528024861525,0.03137858719943808,0.04337730216880491,512.33
18,18.781463652298438,4.323169722293343,7.487784546809129,10.500569581985474,3.2653393745422363,5.836181640625,0.028901687337674252,0.03682526221163066,0.04866696547511159,540.33
19,18.1216654479095,4.162077296333442,6.838360619648212,9.646766567230225,2.9672083854675293,5.106318950653076,0.03197342607871244,0.0376197659580301,0.054306354517920825,571.14
20,17.54885655778164,4.428906568687698,6.502505186460921,9.080692481994628,3.1380534172058105,4.7370829582214355,0.03511337218458502,0.036520126177366274,0.06437103582326764,602.71
21,17.231995687583375,5.011684878466015,6.404787073340845,8.769920015335083,3.6955034732818604,4.642910480499268,0.039396552752116856,0.041261231800749906,0.06523229253623275,635.04
22,16.98014902779609,5.696865879873905,6.517003633936849,8.662622547149658,4.410656929016113,4.779214859008789,0.042428993534585506,0.04419876190828518,0.07048917353568551,666.11
23,16.789113571778053,6.261154901410992,6.704985389323747,8.67885489463806,5.020899295806885,4.98953914642334,0.04533712170672484,0.053547113723576914,0.07725840106535656,705.31
24,16.704421144587943,6.698877371495173,6.900107573624334,8.712161588668824,5.4994893074035645,5.201007843017578,0.04886858284031329,0.05731624397125706,0.07963730472870917,739.6
25,16.713228247217938,6.8146745203538055,6.949285445769738,8.719095277786256,5.6264801025390625,5.2553510665893555,0.054766134698228885,0.05456630618394648,0.08560061464465189,773.01
26,16.605619518068497,7.214051670448878,7.158493290077321,8.77497239112854,6.064366340637207,5.478824615478516,0.05209482011736812,0.05388318551103737,0.08202024114973562,804.19
27,16.624189600875713,7.644367822489809,7.403804326963463,8.908226776123048,6.542586326599121,5.743230819702148,0.05526103389488487,0.06650987795929297,0.09041206699680937,835.07
28,16.611988637845446,7.828200775815258,7.512304766207946,8.944084215164185,6.743596076965332,5.859457969665527,0.05731834590566659,0.05749951960583095,0.09214176454491443,865.62
29,16.602249158593647,7.590380011131123,7.363881928002414,8.942642402648925,6.482957363128662,5.7019524574279785,0.05758184494621858,0.06406129617873918,0.0963050522773357,896.74
30,16.58167788934451,7.855366285538852,7.529278129029842,8.924975156784058,6.774048805236816,5.876081943511963,0.05903264969689511,0.060078695818218356,0.09327593152567393,929.24
