Epoch,Train_RMSE,Valid_RMSE,Test_RMSE,Train_MAE,Valid_MAE,Test_MAE,Train_Pearson,Valid_Pearson,Test_Pearson,Time
1,31.674280952415305,20.363548383894276,23.490084240316968,26.99643783569336,19.94120216369629,22.60221290588379,-0.00022539301750210025,-0.011010032110013238,-0.019142031489983863,32.61
2,31.22494141792318,19.86809760621873,23.00289500717111,26.44232883453369,19.43583106994629,22.097614288330078,-0.005696749285226619,-0.008329499978847715,-0.02577391757551313,69.27
3,30.77721935856637,19.357796987240537,22.502077812046046,25.935364532470704,18.915462493896484,21.57916259765625,0.0006634551725998711,0.005148617710022988,-0.002606879308817514,103.98
4,30.322944851994013,18.796657443670338,21.951795305593386,25.39763813018799,18.3429012298584,21.009122848510742,-0.0019868683337178196,0.0068319405659228805,-0.0003496996312381103,135.76
5,29.84345273493967,18.187719809131345,21.355185443177497,24.79969730377197,17.722620010375977,20.39173698425293,0.0022991799052766845,0.009820281686430513,0.0026674871467649145,168.29
6,29.306746409859898,17.53630267819,20.71763936974209,24.164363670349122,17.059680938720703,19.732105255126953,0.007118547693063316,0.013420784661003125,0.008845545868616994,200.66
7,28.740054379002274,16.823198849542557,20.020277044035176,23.473612594604493,16.33544921875,19.011789321899414,0.005514050855216316,0.013771159406048337,0.006854438098148275,231.53
8,28.12750829743831,16.0346485722009,19.250100668111372,22.712841606140138,15.535805702209473,18.2178955078125,0.004990077654308559,0.01162002241704624,0.008165528566341914,261.89
9,27.435095860289632,15.18523072922518,18.421659641446873,21.89158763885498,14.674837112426758,17.365232467651367,0.0033384849469096285,0.011556205456638083,0.00820384196780611,293.86
10,26.685097593858448,14.27011027859565,17.53082263990029,20.997822093963624,13.747451782226562,16.449230194091797,0.004798273816011408,0.013231540822760197,0.01054247475251813,325.08
11,25.95558845454066,13.22451519429062,16.51504016082528,20.005273628234864,12.687178611755371,15.403961181640625,0.0032972683040898764,0.011504849292956872,0.009081041489366098,357.28
12,25.077154959578234,12.14237816130388,15.466322706497607,18.952543354034425,11.587825775146484,14.322267532348633,0.002981546606332499,0.01270930733646291,0.008925748314458713,389.61
13,24.175356885766945,10.997352628316643,14.359294770756556,17.835822772979736,10.422250747680664,13.176981925964355,0.0032106495282179333,0.011470344723261883,0.007447449760979315,421.01
14,23.287966896245894,9.754315326073314,13.159982328547988,16.6402681350708,9.150445938110352,11.9296236038208,0.0034125147499188243,0.011026747617798004,0.007623472965855079,452.5
15,22.33154243386663,8.509619262641378,11.959309572430122,15.396740055084228,7.866549015045166,10.671977043151855,0.003937185021598123,0.010467483132548958,0.007729280421391675,484.21
16,21.417133659684186,7.268979715274642,10.75610142926065,14.142408514022828,6.571044921875,9.402365684509277,0.004746094787464091,0.010302817957204103,0.007865364379832974,516.63
17,20.53647683323617,6.103588749561958,9.601973299033462,12.912044763565063,5.3231282234191895,8.171150207519531,0.0053433225498909125,0.010522932393880725,0.008117378043673656,547.44
18,19.68188202643586,5.142242826374537,8.589522664104681,11.754287815093994,4.2546467781066895,7.070713520050049,0.0055677028003041995,0.010214581289941148,0.008291785956126754,578.64
19,18.95498888076299,4.44793763107374,7.721118393761896,10.73978524208069,3.435772180557251,6.102086067199707,0.005885372597490509,0.010230278612116199,0.008569342693910832,610.49
20,18.281273777612075,4.147298250539822,7.092837909424901,9.929362964630126,3.013376235961914,5.387713432312012,0.006277594444232472,0.010577937962779227,0.009227200222723757,638.07
21,17.83411136724444,4.228909389143025,6.637022517786973,9.312341213226318,2.969684600830078,4.870471954345703,0.006736048084166659,0.00991790197990879,0.00887967583559407,666.14
22,17.44637261538032,4.6424246743808135,6.425807073941271,8.936407041549682,3.3118088245391846,4.634945392608643,0.00809101380763281,0.012278023187604438,0.011546694835789075,693.92
23,17.125023600986676,5.1724757280697515,6.419431643893035,8.754602122306824,3.839428424835205,4.634649753570557,0.008692188445918857,0.012762101304225785,0.012137152384771064,722.05
24,16.930428265260073,5.728048467463021,6.535869516141769,8.645693731307983,4.427558422088623,4.767882347106934,0.00944990741493658,0.016098875417886977,0.014598660670603067,751.61
25,16.75943082380129,6.077186963184369,6.651301447356262,8.610662078857422,4.805145740509033,4.895187854766846,0.019191917900557607,0.0023614973931800113,0.0031976028334018986,783.96
26,16.69404687935259,6.498355657489109,6.823523885094066,8.639911365509032,5.2668609619140625,5.083394527435303,-0.0006977781857679429,0.021121159861412934,0.020023547540620433,814.71
27,16.68215930071183,7.000067574311114,7.0678936103106365,8.754358577728272,5.821377754211426,5.347951889038086,0.022111466561583092,0.029806148368424233,0.02809329533003372,845.41
28,16.625974675339467,7.229052833151931,7.192375586066465,8.80128231048584,6.075079441070557,5.481986999511719,0.027962531173853677,-0.012097353423846654,-0.014573352824077025,872.92
29,16.66613445322325,7.0583051528578284,7.101052713928836,8.780651473999024,5.88510799407959,5.382910251617432,-0.004080032317796026,-0.010197605096649935,-0.027041765173459145,905.97
30,16.593595043543644,7.557545954507467,7.380996335392409,8.831427383422852,6.440457344055176,5.685061454772949,0.012413437352297512,0.02269691067982102,0.01940602582684111,936.57
