Epoch,Train_RMSE,Valid_RMSE,Test_RMSE,Train_MAE,Valid_MAE,Test_MAE,Train_Pearson,Valid_Pearson,Test_Pearson,Time
1,31.550678914499134,20.233087706397303,23.345269047797725,26.852517318725585,19.80992889404297,22.454233169555664,0.03712190039803628,0.12356322011192275,0.12327183797228569,36.9
2,31.09281999433624,19.694246425927453,22.826102269643382,26.286611557006836,19.259809494018555,21.91581153869629,0.0411851891813146,0.11375998513320718,0.09614973412955921,81.19
3,30.605393516579518,19.136585192302874,22.281043181455985,25.733648109436036,18.690942764282227,21.350400924682617,0.043623891704016746,0.13122554574161743,0.04522167499775574,111.29
4,30.10700607126513,18.51949870475415,21.67322327614733,25.14209976196289,18.061817169189453,20.72109031677246,0.03407478780360447,0.1418652735799745,0.07423810492473934,137.81
5,29.57122924189918,17.834300837906518,20.98797262998948,24.470952033996582,17.363811492919922,20.01160430908203,0.030486104454521434,0.12019036156848717,0.07296500781855672,165.11
6,28.950005681855956,17.052475663947778,20.224675673629864,23.73161029815674,16.568805694580078,19.222536087036133,0.029329260926388573,0.09398960301516085,0.07772834365677496,196.39
7,28.26217027325905,16.160330458179935,19.359625641537306,22.88756103515625,15.663666725158691,18.330198287963867,0.017939243408936562,0.07387847130560776,0.06065506381931059,227.32
8,27.5001710088788,15.155999313326287,18.383061515525473,21.932359218597412,14.645342826843262,17.324831008911133,0.018341889963444307,0.053770758940647034,0.0495546841704713,258.08
9,26.625471542552656,14.061211420997003,17.321210191836066,20.885635662078858,13.535621643066406,16.232807159423828,0.01888673711763915,0.04321331607648024,0.04067475630515148,289.44
10,25.66935046477981,12.868430229908823,16.164340976032804,19.733489894866942,12.325429916381836,15.04161548614502,0.02035982424892579,0.03756068978810105,0.03964938807833323,320.85
11,24.740324190524387,11.492083934781476,14.832866589921656,18.437296772003172,10.925738334655762,13.666274070739746,0.021354745408451125,0.034773658656826766,0.04009863052435443,353.34
12,23.613033529769684,10.07606833120621,13.466181463684894,17.060302257537842,9.479545593261719,12.247732162475586,0.023460605923289867,0.03592395258018832,0.04624356463614294,384.84
13,22.47745340469108,8.616964826707083,12.059430141871534,15.616022872924805,7.97662353515625,10.775981903076172,0.026224149498170746,0.03700724651805158,0.044414563133240534,416.05
14,21.41466032889509,7.114394476316901,10.601570416126373,14.13274393081665,6.4056878089904785,9.237497329711914,0.02642944016009472,0.03448760291559884,0.04425296443781196,446.74
15,20.325238268442153,5.772210719945954,9.259945857835188,12.665697622299195,4.957659721374512,7.80161714553833,0.026018068502843418,0.03452388727377918,0.043154888248772755,478.25
16,19.376604498599377,4.71057451409142,8.074128510774155,11.297984313964843,3.7523915767669678,6.500148773193359,0.027310483965262124,0.0357693084344346,0.048295604518002716,509.26
17,18.55956411038932,4.168410101764132,7.159247024837632,10.191697883605958,3.0543630123138428,5.47025728225708,0.028001712719612333,0.03636096945614735,0.05082928925318139,539.99
18,17.859023940272973,4.238575783616699,6.621693487771545,9.344427728652954,2.9845974445343018,4.863781929016113,0.029619956592840113,0.03901479047854355,0.052254971481896874,570.76
19,17.37598073922103,4.7338824629703025,6.404882070987859,8.861413526535035,3.409945487976074,4.628103256225586,0.03199179716583199,0.03738779643876218,0.05433228106652613,601.51
20,16.999417250125724,5.315856950062275,6.427638528133007,8.634495496749878,3.9999077320098877,4.665317058563232,0.03498609924840508,0.03819495612463132,0.06142945518565222,632.04
21,16.863763535358203,6.016332015067598,6.6109527796886765,8.609378457069397,4.748661518096924,4.875132083892822,0.04145556283783255,0.04498875408287968,0.07040243922126102,664.53
22,16.726065009040397,6.522276632301157,6.801874676513103,8.661143684387207,5.302215099334717,5.0875678062438965,0.04663530783565266,0.05438261910686952,0.08159278012331345,695.23
23,16.662296181166948,7.133071610590114,7.113989370042668,8.785183763504028,5.977808475494385,5.429198741912842,0.053756811658936046,0.058337171666965525,0.08175193793101546,725.79
24,16.607468836759576,7.419761469212455,7.269385367625442,8.84220814704895,6.294862747192383,5.59793758392334,0.054601616099509975,0.061848604508489044,0.08893262756538844,752.89
25,16.61706320245811,7.302974659225582,7.195713027923265,8.83631067276001,6.169682502746582,5.521665096282959,0.06191043927810488,0.07362932722943547,0.09433166661775058,779.15
