Epoch,Train_RMSE,Valid_RMSE,Test_RMSE,Train_MAE,Valid_MAE,Test_MAE,Train_Pearson,Valid_Pearson,Test_Pearson,Time
1,31.50230016636062,20.137101036017217,23.25780725142702,26.795797920227052,19.710643768310547,22.359872817993164,0.007143085470013732,0.03427317267455446,-0.0566363033838307,27.67
2,31.022380453299483,19.642623860348714,22.77515538117619,26.202924919128417,19.2066650390625,21.860788345336914,0.01321278858570365,0.06703261521770586,-0.0222537845225475,57.59
3,30.566400958465994,19.096003472790123,22.23464058498269,25.68554344177246,18.64952850341797,21.30121612548828,0.023823327644803605,0.08910089188606081,-0.005380200828728602,84.0
4,30.053578711757257,18.44782053575791,21.590330347216856,25.077108001708986,17.989288330078125,20.633970260620117,0.0254103046785761,0.09533024805515519,-0.013013432289817026,109.45
5,29.500324881106316,17.762141843294916,20.916036690069,24.38520622253418,17.291086196899414,19.935943603515625,0.02136031918371373,0.09524296302817258,-0.024555670146186898,135.06
6,28.907584481442893,17.03423228619588,20.210016407306398,23.681127548217773,16.550880432128906,19.2066593170166,0.020013216557724058,0.08748430301534138,-0.00083602186767645,161.03
7,28.277938665778784,16.22352579763846,19.423133569941314,22.909325504302977,15.727974891662598,18.39518165588379,0.031473802326280276,0.07194527416232474,0.0034140339829850557,186.77
8,27.583925862781353,15.31098724989366,18.534209093950604,22.040318393707274,14.80277156829834,17.48011016845703,0.022435388109865444,0.06462435614491682,0.024382825512519073,212.46
9,26.78413685715142,14.310343617406334,17.56181969461958,21.084621143341064,13.788576126098633,16.480165481567383,0.027912487092567422,0.05964165590678511,0.039641404464538885,238.7
10,25.90784690729954,13.22504017468644,16.508563044935006,20.03141345977783,12.687979698181152,15.396357536315918,0.03206705538699168,0.058033894687928564,0.052025431639863305,264.47
11,25.06001250367945,11.98488682495714,15.308001172666003,18.856962585449217,11.427974700927734,14.157779693603516,0.03723119414528826,0.05473527903127725,0.06120656983081933,289.92
12,24.040149071813584,10.715292325644851,14.08212931224525,17.618700218200683,10.134641647338867,12.888562202453613,0.03991626119964307,0.05270729725946388,0.06644401328605118,315.88
13,23.011459083367743,9.399795903364197,12.81341638776978,16.32159185409546,8.78600025177002,11.566741943359375,0.04207792381087777,0.048776409174059544,0.06831322097595133,341.68
14,22.034613360429166,8.016908420187658,11.478425728389256,14.973868036270142,7.35486364364624,10.165535926818848,0.04309367710918008,0.04917076519874057,0.07275912070250437,367.07
15,21.014374545308684,6.712047267542781,10.204067496309415,13.6160897731781,5.979650974273682,8.81629753112793,0.04507449891473887,0.04529140123037978,0.07971828551839635,392.29
16,20.090019741248025,5.531185688571661,9.004960282665483,12.304017162322998,4.693047523498535,7.527868270874023,0.047093329977880655,0.04480742107792404,0.08240704797834492,418.02
17,19.251190693678915,4.625264340656355,7.961102574726836,11.122966527938843,3.65375018119812,6.378109931945801,0.04937030413801301,0.04445288642133906,0.08712237138519743,443.7
18,18.486329414702148,4.170946339318994,7.180107760245,10.111280345916748,3.0658886432647705,5.499340534210205,0.053370552134247795,0.05293816569704069,0.09347373926612061,469.62
19,17.899319016699955,4.191936590909045,6.657562842765444,9.382851362228394,2.9532625675201416,4.910980224609375,0.055359582085657146,0.05240592240293407,0.09572907960082097,495.37
20,17.398848072375525,4.537993786218726,6.4211205552123305,8.924806785583495,3.225567102432251,4.651546478271484,0.05764630119731652,0.05898598934551336,0.09658083502074988,520.92
21,17.134670857100364,5.136232302299381,6.384576523373536,8.69469494819641,3.813912868499756,4.623896598815918,0.05938270894988704,0.061864667561317456,0.09827364897522213,546.57
22,16.918863252867375,5.7902906507629215,6.5208616733443,8.62744688987732,4.507726192474365,4.783599853515625,0.06118242748406701,0.06935777949685225,0.10155693417085368,571.92
23,16.751285719988932,6.3108101273046255,6.706026742992782,8.657562851905823,5.07535457611084,4.990102767944336,0.06504048504034943,0.07258900694434015,0.10282855270824755,597.58
24,16.67930691072674,6.6885032970748,6.872371101599903,8.695368480682372,5.491743564605713,5.174183368682861,0.0663408091626371,0.07912503428759715,0.10731000398295767,623.15
25,16.70697230680288,6.776716976151027,6.910464006625404,8.699135446548462,5.59218692779541,5.217462062835693,0.07324974700311493,0.0873808842570531,0.11398458415654782,648.99
26,16.586381547098444,7.190329616668341,7.128641904345499,8.759390068054199,6.046091556549072,5.449161529541016,0.06892216698624419,0.07386747203233442,0.10586241154941202,674.85
27,16.61373924989204,7.689804600092102,7.419400543510832,8.894328832626343,6.598577976226807,5.762022495269775,0.06791967297601688,0.07681917835400894,0.10607498724366227,700.6
28,16.58050543029665,7.846855612624148,7.518433868789129,8.942791175842284,6.773573875427246,5.868664264678955,0.06884740981028781,0.0789978904215834,0.10514870676317753,726.06
29,16.581373684878702,7.661320716007482,7.401210438474902,8.943043565750122,6.569324970245361,5.743441581726074,0.06898368416537962,0.08093019313736963,0.10872296504274126,751.85
30,16.568534183715474,7.814426520277756,7.496397043108755,8.921624517440796,6.7372941970825195,5.843848705291748,0.06896004737539452,0.08067192446510557,0.10753563806120624,777.07
31,16.565604889819163,7.893924801205662,7.547943229182821,8.96226167678833,6.826253890991211,5.898313045501709,0.06801851924595859,0.08058618994223707,0.10489268570236564,802.97
32,16.56463088812911,7.915162381924111,7.559340392305935,8.977010250091553,6.84976863861084,5.911956310272217,0.06949598907965752,0.07998477420673633,0.10685125966707645,828.77
