Epoch,NodeTrain,NetTrain,NodeValid,NetValid,Time
1,1.1107990622520447,1.248273742198944,0.37778010964393616,0.25618770718574524,8.19
2,1.065752524137497,1.2143634676933288,0.4562998414039612,0.31161338090896606,17.22
3,1.0727351009845734,1.1950934529304504,0.502935528755188,0.33103618025779724,25.9
4,1.0772204399108887,1.1667192101478576,0.4466584026813507,0.4950215816497803,34.4
5,1.0678016066551208,1.1334715604782104,0.43857622146606445,0.5757983922958374,42.48
6,1.0658142745494843,1.1034576535224914,0.439331591129303,0.7898368835449219,51.1
7,1.0667471587657928,1.093443077802658,0.42390206456184387,0.8750314712524414,59.48
8,1.0679118514060975,1.0860182225704194,0.4285120964050293,0.5729509592056274,67.89
9,1.0766874432563782,1.0964827716350556,0.49599283933639526,0.8303691148757935,78.67
10,1.0589124858379364,1.0878481805324554,0.47892117500305176,0.6462198495864868,86.97
11,1.0694388687610625,1.0886280536651611,0.43316787481307983,0.5751282572746277,96.18
12,1.0575998544692993,1.0860782980918884,0.4762881100177765,0.777919352054596,105.32
13,1.063361406326294,1.0824422061443328,0.4361359477043152,0.7576009631156921,115.93
14,1.0646749138832092,1.0883450210094452,0.518399715423584,0.5111054182052612,124.72
15,1.0463447868824005,1.0844047605991363,0.48751285672187805,0.8701887726783752,133.78
16,1.040273129940033,1.0783893167972565,0.5171230435371399,0.6675509214401245,142.15
17,1.0573234736919404,1.0771182596683502,0.5262656211853027,0.5444729328155518,150.12
18,1.0412016212940216,1.0793183386325835,0.5282771587371826,0.5937530398368835,158.48
19,1.0422116577625276,1.0763154864311217,0.5027406215667725,0.6610273718833923,166.15
20,1.0334460973739623,1.0792379677295685,0.5610249638557434,0.5117945075035095,175.27
21,1.0299493193626403,1.0805284440517426,0.5242363810539246,0.6919741034507751,183.64
22,1.0331109881401062,1.0771367132663727,0.540957510471344,0.6482231616973877,191.92
23,1.023705381155014,1.0740578591823577,0.548794150352478,0.5890024900436401,200.74
24,1.0264607667922974,1.0794087409973145,0.5250500440597534,0.689194917678833,209.55
25,1.0189460873603822,1.0743978798389435,0.5339008569717407,0.5660157203674316,217.41
26,1.0111874759197235,1.0729058265686036,0.5164174437522888,0.6080840229988098,226.58
27,1.0178672075271606,1.080770695209503,0.6195589900016785,0.7028537392616272,234.97
28,1.0058144330978394,1.0752195179462434,0.48825448751449585,0.6598074436187744,243.55
29,1.0062005519866943,1.0732768714427947,0.5043072700500488,0.7092857956886292,251.39
