Epoch,NodeTrain,NetTrain,NodeValid,NetValid,Time
1,377.5620765686035,983.7879119873047,210.8374481201172,393.033935546875,37.17
2,352.9308143615723,935.774560546875,186.71041870117188,355.7379455566406,75.8
3,326.56065673828124,881.9733032226562,160.9972686767578,312.81195068359375,113.28
4,297.1370681762695,818.3422698974609,132.24586486816406,263.92913818359375,151.2
5,264.8768592834473,742.4983673095703,103.0188217163086,206.0863494873047,188.14
6,236.2055519104004,652.8227478027344,74.70758819580078,145.04673767089844,225.82
7,208.8827392578125,556.5310661315918,53.59939956665039,87.55438232421875,263.85
8,190.22905578613282,461.0845474243164,41.392879486083984,42.30543899536133,300.94
9,177.95677185058594,377.904012298584,37.31931686401367,19.072202682495117,339.41
10,174.92130088806152,312.9419258117676,36.72709274291992,20.47545623779297,376.15
11,174.83104782104493,292.39580764770506,37.44609069824219,41.8528938293457,412.93
12,174.80116271972656,279.084875869751,37.52046585083008,62.21471405029297,450.65
13,174.89668884277344,276.15032348632815,37.31588363647461,70.12474060058594,487.04
14,174.74553565979005,275.2978065490723,36.90760040283203,67.74223327636719,523.99
15,175.1679256439209,279.64001007080077,36.701499938964844,53.99718475341797,560.77
16,174.89003524780273,274.6620048522949,36.77886962890625,63.39261245727539,597.95
17,174.5941005706787,275.53562355041504,36.87904739379883,67.18920135498047,634.96
18,175.0847137451172,275.5979511260986,37.42192459106445,65.59741973876953,670.92
19,174.74218673706054,275.7147346496582,37.243873596191406,64.74746704101562,706.37
20,174.69691772460936,275.6433250427246,36.93862533569336,65.92811584472656,742.54
21,175.04754333496095,275.173095703125,36.70692825317383,61.56870651245117,779.16
22,175.27581100463868,275.21510620117186,37.1419792175293,63.49566650390625,814.8
23,175.53617897033692,275.34372634887694,36.73336410522461,58.55668258666992,850.68
24,174.91898727416992,275.10374145507814,36.76999282836914,60.866424560546875,886.91
25,174.50433578491212,274.916487121582,36.93578338623047,61.33721160888672,922.78
26,174.61651229858398,275.40468444824216,37.07737350463867,64.60236358642578,959.61
27,174.7754177093506,275.157320022583,37.31452560424805,63.36992645263672,995.27
28,174.7259662628174,275.2323535919189,36.94395446777344,65.04122161865234,1031.08
29,174.81980895996094,275.5999557495117,36.93916702270508,59.87531661987305,1066.88
30,174.6483253479004,275.3246669769287,36.8504524230957,57.64516830444336,1103.39
31,174.50591964721679,275.3390663146973,36.84206771850586,63.162410736083984,1139.75
32,174.96831665039062,275.61148834228516,36.96785354614258,59.94908142089844,1175.95
33,174.93668518066406,276.4071041107178,37.18090057373047,67.38137817382812,1212.25
34,175.36331596374512,275.8367267608643,36.743003845214844,59.15513610839844,1248.5
35,174.76570205688478,275.0018398284912,36.9228401184082,63.248905181884766,1284.31
36,174.58428840637208,275.1558216094971,36.814964294433594,60.83076095581055,1320.89
37,174.62732849121093,275.4110733032227,36.848323822021484,58.800933837890625,1356.91
38,174.53369827270507,274.67628326416013,36.85122299194336,61.32484817504883,1393.49
39,174.55566482543946,275.08347396850587,36.85041046142578,61.5336799621582,1429.48
40,174.61496124267578,275.3209041595459,37.05329513549805,64.4001693725586,1465.1
41,174.7208282470703,275.2292114257813,36.89337158203125,62.9716682434082,1500.3
42,174.998148727417,274.9368217468262,37.3411979675293,66.32551574707031,1536.68
43,174.8851692199707,275.09900360107423,37.116943359375,64.26164245605469,1572.68
44,174.33250617980957,275.2801231384277,37.01474380493164,61.10082244873047,1608.85
45,174.57264404296876,275.1406826019287,36.95710754394531,63.6832389831543,1645.44
46,174.64643211364745,275.4144943237305,36.980281829833984,67.00424194335938,1681.54
47,174.4057559967041,275.2334270477295,37.01827621459961,66.71402740478516,1717.48
48,175.37810935974122,275.21920738220217,37.24272155761719,65.32581329345703,1753.43
49,174.506884765625,275.15236892700193,37.153465270996094,64.26812744140625,1789.34
50,174.71394233703614,276.5438648223877,37.1366081237793,53.80680847167969,1825.32
51,175.01304244995117,275.1108829498291,36.764122009277344,55.78522491455078,1861.06
52,175.0895854949951,275.69775810241697,37.70020294189453,64.04229736328125,1897.49
53,174.4599666595459,275.60256042480466,37.42974853515625,64.3127212524414,1933.79
54,174.06474113464355,275.62958908081055,37.54547119140625,68.03690338134766,1969.9
55,174.38752784729004,274.59047508239746,37.9951286315918,63.62571334838867,2006.23
56,174.39657325744628,275.8363800048828,37.95469284057617,62.36158752441406,2042.93
57,174.41685104370117,275.4381622314453,38.2919807434082,63.02143859863281,2080.53
58,175.34981842041014,274.78551559448243,38.503753662109375,57.06556701660156,2116.53
59,173.98281021118163,276.5933132171631,37.48102951049805,64.26065826416016,2152.69
60,174.24066581726075,275.41259307861327,37.32310104370117,57.403358459472656,2188.53
61,174.29589157104493,274.85968627929685,37.33772659301758,59.59065246582031,2224.73
62,174.28630447387695,275.3622226715088,37.784114837646484,64.7074203491211,2265.87
63,173.53485412597655,275.66613540649416,37.993370056152344,58.890167236328125,2310.05
64,174.62434921264648,275.0178558349609,38.45146560668945,64.81680297851562,2352.11
65,173.64021797180175,274.70897674560547,38.281463623046875,60.85078811645508,2394.22
66,173.6468364715576,274.49634857177733,38.543392181396484,62.19400405883789,2433.78
67,173.20209922790528,274.46059341430663,38.93784713745117,64.3262710571289,2476.76
68,173.17316093444825,274.8412052154541,38.955570220947266,66.34971618652344,2514.24
69,172.8967727661133,275.02655334472655,38.93870544433594,59.63075256347656,2551.29
