Epoch,Train_Loss,Valid_Loss,Time
1,31290574.1,6872370.0,19.5
2,31917565.1,88782.265625,39.34
3,562741.959375,364371.40625,58.76
4,1812197.3140625,267764.09375,79.39
5,147473.51796875,35002.08984375,100.53
6,50802.83115234375,10468.373046875,121.11
7,49532.7943359375,15681.927734375,142.12
8,33703.3505859375,5324.1689453125,165.34
9,17415.94072265625,898.4392700195312,188.48
10,6706.5333251953125,2295.73974609375,209.89
11,5088.379248046875,1959.620361328125,231.15
12,4335.727917480469,754.57373046875,252.35
13,3985.18603515625,479.42852783203125,275.78
14,4210.768341064453,486.3554992675781,297.76
15,4249.333422851562,426.74835205078125,318.77
16,4587.161486816406,417.0389709472656,339.62
17,5352.945846557617,444.41363525390625,361.89
18,7632.302374267578,394.57562255859375,382.29
19,12248.725930786133,370.7411193847656,405.44
20,25477.787747192382,320.0773010253906,426.34
21,3438.63210144043,343.7533874511719,447.56
22,5402.903356933593,353.99224853515625,469.48
23,1900.881721496582,324.66668701171875,490.85
24,2181.2195220947265,306.8354797363281,511.99
25,1663.318051147461,303.0169982910156,533.05
26,1596.7382034301759,300.16937255859375,553.7
27,1528.9128356933593,292.78863525390625,574.47
28,1513.0918060302733,285.15509033203125,595.44
29,1476.9402465820312,279.4708251953125,616.66
30,1451.14365234375,274.07037353515625,637.69
31,1433.4364501953125,268.1263122558594,659.3
32,1417.6023452758789,262.4179992675781,680.98
33,1398.0696853637696,257.1489562988281,703.16
34,1380.2592315673828,251.88320922851562,725.4
35,1364.0904327392577,246.5934600830078,747.29
36,1348.017544555664,241.51812744140625,768.86
37,1331.585498046875,236.6516876220703,790.94
38,1315.8714065551758,231.87013244628906,812.1
39,1300.5917976379394,227.1444091796875,833.44
40,1285.4233963012696,222.5435791015625,853.96
41,1270.4691070556642,218.0518341064453,875.42
42,1255.8846229553224,213.70040893554688,896.31
43,1241.626628112793,209.45909118652344,917.64
44,1227.5454093933106,205.32586669921875,938.6
45,1213.722393798828,201.2982635498047,959.83
46,1200.2191673278808,197.3787384033203,982.09
47,1186.915795135498,193.57192993164062,1003.46
48,1173.7347457885742,189.8641815185547,1024.87
49,1160.7715156555175,186.2425994873047,1047.21
50,1147.979776763916,182.72242736816406,1068.8
51,1135.4542541503906,179.2938995361328,1090.03
52,1123.1693824768067,175.96348571777344,1111.07
53,1111.037483215332,172.72378540039062,1132.24
54,1099.1527885437013,169.57296752929688,1153.73
55,1087.465048980713,166.50421142578125,1176.17
56,1075.9405555725098,163.5192108154297,1198.55
57,1064.6209091186524,160.62222290039062,1221.39
58,1053.4878379821778,157.79493713378906,1244.1
59,1042.5041664123535,155.0360870361328,1266.19
60,1031.6663455963135,152.3663330078125,1287.13
61,1021.0131191253662,149.77682495117188,1308.96
62,1010.5463230133057,147.2606964111328,1330.24
63,1000.2414970397949,144.80320739746094,1352.23
64,990.0633331298828,142.39576721191406,1374.08
65,980.068798828125,140.05606079101562,1396.17
66,970.2527648925782,137.76785278320312,1418.49
67,960.5921119689941,135.5468292236328,1440.22
