Epoch,Train_Loss,Valid_Loss,Time
1,3336502.56015625,133907.5,9.69
2,259967.976171875,126903.9765625,18.9
3,863998.38125,8829.2041015625,28.62
4,1187090.3279296875,323937.875,37.8
5,705315.16640625,33265.9296875,46.87
6,31191.114111328126,36866.14453125,57.42
7,75527.5548828125,6469.4033203125,66.85
8,41370.01407012939,28943.634765625,76.62
9,20027.9560546875,546.1571044921875,86.6
10,24442.047607421875,18871.43359375,96.39
11,11364.144189453125,1144.16748046875,106.38
12,12408.445837402343,12909.33984375,116.1
13,6452.419018554688,1381.17529296875,126.1
14,9371.967333984376,7156.2490234375,135.81
15,4249.707019042969,1383.034912109375,145.79
16,5651.269024658203,5031.779296875,155.51
17,2184.551290893555,1152.1197509765625,165.83
18,4163.723974609375,2458.54833984375,175.92
19,1231.6141326904296,1513.7071533203125,186.24
20,2879.3769958496096,1813.6697998046875,196.23
21,898.4404647827148,1219.1480712890625,206.54
22,2180.1655517578124,680.4000244140625,216.54
23,728.3346412658691,1687.1063232421875,226.84
24,1517.3917907714845,461.9410400390625,236.86
25,878.3415916442871,1169.3603515625,247.19
26,1033.7201110839844,261.0727844238281,257.72
27,924.9067901611328,1344.186279296875,268.48
28,638.7213684082031,309.8040466308594,278.55
29,1063.409977722168,618.4478759765625,288.88
30,438.39081420898435,784.796875,298.88
31,934.1361541748047,468.4794921875,309.22
32,538.4542381286622,697.874267578125,319.23
33,709.5514068603516,238.4034881591797,329.55
34,686.3272956848144,945.2024536132812,339.59
35,456.61455993652345,326.2825622558594,349.87
36,861.6716705322266,370.51409912109375,359.88
37,399.56933822631834,881.0667114257812,370.23
38,701.1665618896484,236.12599182128906,380.25
39,699.0375175476074,639.0366821289062,390.59
40,440.3909515380859,507.3857727050781,400.59
41,856.1313018798828,528.7713012695312,410.91
42,491.0763397216797,681.9717407226562,420.92
43,705.5730682373047,238.23458862304688,431.22
44,812.816138458252,946.4481201171875,441.24
45,447.0468040466309,527.0930786132812,451.59
46,1020.2524230957031,239.61517333984375,461.6
47,675.539990234375,1291.0611572265625,471.91
48,634.5889846801758,325.12994384765625,482.11
49,1309.1472534179688,514.272216796875,492.47
50,612.6451530456543,1498.615966796875,502.52
51,1185.2032196044922,201.90374755859375,512.87
52,1932.8839019775392,1034.5372314453125,523.0
53,1587.6959594726563,1506.2020263671875,534.03
54,2634.7434692382812,247.5540771484375,544.09
55,2099.2718132019045,1713.885986328125,554.36
56,925.0214141845703,1282.366943359375,564.32
57,2514.3752319335936,654.7061767578125,574.57
58,1614.9340278625489,2507.641357421875,584.53
59,1504.0150146484375,794.2401123046875,594.83
60,3217.512808227539,1649.8609619140625,604.82
61,1377.846287536621,2953.489501953125,615.22
62,2668.6265502929687,226.2462615966797,625.2
63,3334.317601013184,3368.301513671875,635.45
64,1257.5146926879884,2297.869873046875,645.42
65,4153.3154296875,534.3057250976562,655.65
66,2327.3238426208495,4827.31884765625,665.59
67,2283.836309814453,599.55810546875,675.84
68,4570.573577880859,2714.707763671875,685.79
69,1265.4054908752441,3481.736083984375,696.02
70,4206.908215332031,637.1550903320312,705.94
71,2448.1658721923827,4098.935546875,716.2
72,2474.6083557128904,381.31475830078125,726.37
73,3359.44168548584,3498.935546875,736.78
74,1202.7771453857422,1303.420166015625,746.81
75,3497.9062744140624,1331.27685546875,757.14
76,905.2640960693359,2529.197265625,767.15
77,2576.2218505859373,514.327392578125,777.46
78,1251.5520469665528,2121.661376953125,787.48
79,1652.2962158203125,154.75819396972656,797.76
80,1361.5949127197266,2079.915283203125,807.8
81,946.4373413085938,233.32362365722656,818.12
82,1458.8337799072265,1072.7178955078125,828.24
83,557.2280822753906,606.802001953125,838.55
84,1227.1582397460938,834.44140625,848.6
85,440.31248626708987,554.1201171875,858.93
86,1018.1250396728516,291.2800598144531,868.99
87,403.6613372802734,831.2843017578125,879.32
88,728.4412261962891,227.31834411621094,889.35
89,473.3705909729004,532.3986206054688,899.69
90,530.366307067871,159.2567596435547,909.75
91,483.7667823791504,626.267822265625,920.07
92,373.3621063232422,160.6216278076172,930.13
93,506.74594192504884,304.0825500488281,940.45
94,305.99316864013673,309.06573486328125,950.47
95,479.74720764160156,312.36663818359375,960.78
96,322.87255935668946,237.55709838867188,970.83
97,469.8900535583496,153.39682006835938,981.17
98,462.2488494873047,384.0234680175781,991.23
99,697.2858863830567,143.58522033691406,1001.55
100,2169.057682800293,216.14108276367188,1011.6
101,761.4853942871093,343.9571228027344,1021.93
102,4121.073176574707,327.68231201171875,1031.97
103,36619.28873748779,370.34637451171875,1042.3
104,200798.1886276245,479.84625244140625,1052.32
105,1970848.990097046,59589.8203125,1062.61
106,343903.430859375,719806.0625,1072.62
107,3154523.22265625,1222869.875,1082.93
108,310493.581640625,410584.75,1092.96
109,351653.7938232422,83940.0,1103.26
110,152163.16196289062,11582.4140625,1113.33
111,134257.49514160157,23767.203125,1123.61
112,78496.59086914062,710.6362915039062,1133.67
113,57496.102758789064,49571.4609375,1143.96
114,59583.421484375,21416.892578125,1153.98
115,5426.656924438476,2316.409423828125,1164.28
116,9025.944018554688,9574.2080078125,1174.33
117,7064.403491210937,2393.81396484375,1184.65
118,939.8214599609375,131.74464416503906,1194.75
119,694.1508605957031,756.0167236328125,1205.13
120,988.92783203125,594.9653930664062,1215.18
121,540.7394836425781,201.49977111816406,1225.49
122,247.65484008789062,109.86772155761719,1235.83
123,230.4257553100586,133.45974731445312,1246.14
124,245.02835235595703,126.61812591552734,1256.12
125,232.5061019897461,111.21478271484375,1266.59
126,225.56657638549805,108.94794464111328,1276.36
127,226.99382553100585,110.54460144042969,1286.38
128,226.60976867675782,109.83940887451172,1296.18
129,223.94733657836915,108.54027557373047,1306.51
130,221.99530715942382,107.9692153930664,1316.55
131,221.26568908691405,107.77031707763672,1327.16
132,221.0593574523926,107.62230682373047,1337.19
133,220.95347061157227,107.5096206665039,1347.89
134,220.7867446899414,107.40819549560547,1358.18
135,220.48493576049805,107.27332305908203,1368.37
136,220.0782341003418,107.10826110839844,1378.26
137,219.64415130615234,106.93795013427734,1388.54
138,219.24386749267578,106.77690124511719,1398.48
139,218.8827697753906,106.62692260742188,1408.79
140,218.54748992919923,106.4826889038086,1418.74
141,218.21755828857422,106.34107971191406,1428.88
142,217.8807174682617,106.19881439208984,1438.77
143,217.53983459472656,106.05562591552734,1448.95
144,217.19673919677734,105.91258239746094,1458.89
145,216.85728378295897,105.7709732055664,1469.07
146,216.52250442504882,105.63037872314453,1478.9
147,216.1925148010254,105.49101257324219,1489.03
148,215.86735916137695,105.35371398925781,1498.95
149,215.5424591064453,105.21737670898438,1509.15
150,215.21942214965821,105.08171844482422,1519.0
151,214.8993133544922,104.9472427368164,1529.18
152,214.58260345458984,104.81440734863281,1539.04
153,214.26827163696288,104.68273162841797,1549.27
154,213.95691452026367,104.55239868164062,1559.22
155,213.64897842407225,104.4232177734375,1569.33
156,213.34233016967772,104.29510498046875,1579.2
157,213.03939971923828,104.1678695678711,1589.43
158,212.7386558532715,104.0420913696289,1599.28
159,212.4408920288086,103.9175796508789,1609.4
160,212.14670639038087,103.79409790039062,1619.25
161,211.85580978393554,103.67152404785156,1629.4
162,211.56698913574218,103.55077362060547,1639.26
163,211.28107147216798,103.43034362792969,1649.4
164,210.9977912902832,103.31121063232422,1659.4
165,210.7173698425293,103.19347381591797,1669.58
166,210.44032440185546,103.07636260986328,1679.39
167,210.16573944091797,102.96086120605469,1689.6
168,209.89339752197264,102.84566497802734,1699.53
169,209.6240264892578,102.73171997070312,1709.64
170,209.35672912597656,102.61853790283203,1719.49
171,209.09293365478516,102.5067367553711,1729.62
172,208.83079376220704,102.39571380615234,1739.46
173,208.57189559936523,102.28614044189453,1749.63
174,208.31557083129883,102.17741394042969,1759.56
175,208.06130981445312,102.06954956054688,1769.75
176,207.80974273681642,101.96257781982422,1779.66
177,207.56133193969725,101.85710144042969,1789.85
178,207.3139320373535,101.75208282470703,1799.78
179,207.07048645019532,101.6481704711914,1809.98
180,206.82841796875,101.54527282714844,1819.83
181,206.59040451049805,101.44330596923828,1830.01
182,206.35350646972657,101.34233093261719,1839.95
183,206.11961975097657,101.24202728271484,1850.18
184,205.88751602172852,101.14299774169922,1860.02
185,205.65804061889648,101.04496002197266,1870.29
186,205.43162460327147,100.94754028320312,1880.34
187,205.20709152221679,100.85130310058594,1890.58
188,204.98520736694337,100.75566864013672,1900.53
189,204.76568222045898,100.66116333007812,1910.73
190,204.54810333251953,100.56741333007812,1920.58
191,204.33313369750977,100.47470092773438,1930.74
192,204.1206832885742,100.38247680664062,1940.64
193,203.90944213867186,100.29188537597656,1950.83
194,203.70151443481444,100.2016830444336,1960.81
195,203.49495544433594,100.11234283447266,1971.02
196,203.2949447631836,100.0324478149414,1980.94
197,203.11176452636718,99.95462799072266,1991.14
198,202.93462371826172,99.87810516357422,2001.08
199,202.76059112548828,99.80258178710938,2011.31
200,202.58793106079102,99.72743225097656,2021.24
201,202.41716232299805,99.6534423828125,2031.46
202,202.24800720214844,99.57965087890625,2041.42
203,202.08088912963868,99.5066146850586,2051.62
204,201.91788330078126,99.43462371826172,2061.56
205,201.75663146972656,99.36314392089844,2071.76
206,201.5967903137207,99.29227447509766,2081.64
207,201.43817901611328,99.22222900390625,2091.82
208,201.28164367675782,99.152587890625,2101.73
209,201.1266128540039,99.0838623046875,2111.89
210,200.97265853881837,99.015625,2121.83
211,200.8206359863281,98.94803619384766,2131.98
212,200.66974868774415,98.88084411621094,2141.83
213,200.5199333190918,98.8141860961914,2152.0
214,200.3717056274414,98.74810028076172,2161.83
215,200.223641204834,98.6823501586914,2172.04
216,200.07774200439454,98.61736297607422,2181.99
217,199.9331184387207,98.55301666259766,2192.3
218,199.78976974487304,98.4889907836914,2202.24
219,199.64736404418946,98.4253921508789,2212.42
220,199.50667572021484,98.36237335205078,2222.41
221,199.36632385253907,98.300048828125,2232.63
222,199.22820816040038,98.23808288574219,2242.52
223,199.09027709960938,98.17659759521484,2252.72
224,198.9536926269531,98.11573028564453,2262.65
225,198.8192611694336,98.05537414550781,2272.84
226,198.68420791625977,97.9952163696289,2282.84
227,198.55212631225587,97.93580627441406,2293.09
228,198.42027587890624,97.87671661376953,2303.11
229,198.2903709411621,97.81845092773438,2313.38
230,198.16079559326172,97.76036834716797,2323.37
231,198.03189926147462,97.7026596069336,2333.63
232,197.90375900268555,97.64530181884766,2343.57
233,197.77687301635743,97.58869171142578,2353.71
234,197.65056686401368,97.53218078613281,2363.68
235,197.52634353637694,97.4762954711914,2373.96
236,197.4027130126953,97.42086791992188,2383.91
237,197.27990341186523,97.36588287353516,2394.08
238,197.15916442871094,97.31145477294922,2403.98
239,197.03814392089845,97.25750732421875,2414.14
240,196.9179374694824,97.20382690429688,2424.02
241,196.79909896850586,97.1502456665039,2434.24
242,196.68026733398438,97.09745025634766,2444.21
243,196.56204986572266,97.04511260986328,2454.47
244,196.44480361938477,96.9928207397461,2464.49
245,196.32914505004882,96.94123840332031,2474.65
246,196.21480331420898,96.88998413085938,2484.57
247,196.1015426635742,96.83917999267578,2494.86
248,195.9886962890625,96.78890991210938,2504.81
249,195.87775955200195,96.73896026611328,2515.04
250,195.7661895751953,96.68959045410156,2524.95
251,195.65643920898438,96.64054870605469,2535.16
252,195.54693450927735,96.59185028076172,2545.1
253,195.43898391723633,96.54364776611328,2555.26
254,195.3319984436035,96.49592590332031,2565.18
255,195.2254280090332,96.44842529296875,2575.41
256,195.11943740844725,96.40150451660156,2585.26
257,195.01447219848632,96.35482025146484,2595.4
258,194.91035079956055,96.3086166381836,2605.39
259,194.80676803588867,96.26285552978516,2615.68
260,194.70459060668946,96.21736145019531,2625.63
261,194.60203399658204,96.17224884033203,2635.87
262,194.50150299072266,96.1275405883789,2645.84
263,194.40069427490235,96.08330535888672,2656.13
264,194.3013832092285,96.03926086425781,2666.06
265,194.2025146484375,95.99565124511719,2676.27
266,194.10358734130858,95.9522476196289,2686.14
267,194.00719146728517,95.90933227539062,2696.33
268,193.91010284423828,95.86672973632812,2706.25
269,193.81462707519532,95.82469177246094,2716.41
270,193.7193588256836,95.78305053710938,2726.33
271,193.62561645507813,95.74161529541016,2736.53
272,193.53113555908203,95.70042419433594,2746.45
273,193.43859252929687,95.65972900390625,2756.7
274,193.34643478393554,95.61920166015625,2766.64
275,193.2550811767578,95.57929992675781,2776.88
276,193.1642723083496,95.5395736694336,2786.75
277,193.0745422363281,95.49968719482422,2796.97
278,192.98553848266602,95.46033477783203,2806.9
279,192.8972038269043,95.42134857177734,2817.13
280,192.80976943969728,95.38267517089844,2827.03
281,192.7229965209961,95.34428405761719,2837.3
282,192.636808013916,95.3062515258789,2847.36
283,192.55162887573243,95.26885223388672,2857.51
284,192.4673942565918,95.2314682006836,2867.47
285,192.3833786010742,95.19463348388672,2877.69
286,192.30158920288085,95.15792083740234,2887.6
287,192.21907730102538,95.1216049194336,2897.87
288,192.13771057128906,95.08599090576172,2907.83
289,192.05743255615235,95.05034637451172,2918.04
290,191.97747573852538,95.01509094238281,2928.12
291,191.89877395629884,94.98019409179688,2938.45
292,191.8205894470215,94.94572448730469,2948.48
293,191.74282760620116,94.91143035888672,2958.87
294,191.66603088378906,94.87767791748047,2968.81
295,191.589363861084,94.84408569335938,2979.01
296,191.51397247314452,94.81082153320312,2988.88
297,191.43931503295897,94.77791595458984,2999.01
298,191.36548538208007,94.74533081054688,3008.95
299,191.29229278564452,94.71314239501953,3019.26
300,191.21963272094726,94.68128967285156,3029.14
301,191.1477928161621,94.64950561523438,3039.32
302,191.07661972045898,94.61811828613281,3049.19
303,191.0064826965332,94.587158203125,3059.35
304,190.93681259155272,94.55636596679688,3069.28
305,190.868017578125,94.52591705322266,3079.53
306,190.7998077392578,94.4957046508789,3089.43
307,190.73212432861328,94.46597290039062,3099.82
308,190.6660011291504,94.436279296875,3109.81
309,190.59931869506835,94.40705871582031,3120.11
310,190.53401641845704,94.3781509399414,3130.04
311,190.4698471069336,94.34953308105469,3140.23
312,190.40586318969727,94.3211441040039,3150.15
313,190.34252700805663,94.29299926757812,3160.48
314,190.28044815063475,94.26515197753906,3170.38
315,190.21823654174804,94.23753356933594,3180.54
316,190.1566955566406,94.21013641357422,3190.37
317,190.09568939208984,94.1829833984375,3200.66
318,190.0358657836914,94.15608215332031,3210.71
319,189.9758087158203,94.12946319580078,3220.89
320,189.91683502197264,94.10318756103516,3230.91
321,189.85826416015624,94.07710266113281,3241.01
322,189.80047836303712,94.05130004882812,3250.94
323,189.7432487487793,94.02574920654297,3261.44
324,189.68665008544923,94.00029754638672,3271.26
325,189.63060760498047,93.9752426147461,3281.6
326,189.57508697509766,93.9503173828125,3291.68
327,189.52029266357422,93.92576599121094,3302.09
328,189.46572799682616,93.90137481689453,3311.95
329,189.41153717041016,93.87738037109375,3322.23
330,189.35875244140624,93.8532943725586,3332.19
331,189.30601425170897,93.82974243164062,3342.55
332,189.25364685058594,93.80619812011719,3352.5
333,189.20194931030272,93.78305053710938,3362.65
334,189.1509002685547,93.75992584228516,3372.41
