Epoch,TruePositive,FalsePositive,TrueNegative,FalseNegative,Precision,Recall,Fscore,NodeTrain,NetTrain,NodeValid,NetValid,Time
171,221414,149446,29886,58749,0.5970285282856064,0.7903042157601111,0.6802033107893269,0.6029561191797257,0.3737268909811974,0.7279360890388489,0.5463197827339172,6150.14
172,200845,134458,44874,79318,0.5989955353814311,0.716886241223859,0.6526599357235006,0.6021436452865601,0.37161937206983564,0.743607223033905,0.5390121936798096,6186.99
173,237149,152975,26357,43014,0.6078810839630476,0.8464679490153946,0.707604354552602,0.6030488938093186,0.3696115091443062,0.7200234532356262,0.5393866896629333,6223.49
174,230081,148027,31305,50082,0.608506035312662,0.8212397782719345,0.6990464413592578,0.6074853599071502,0.3697381362318993,0.7134252786636353,0.5243180990219116,6260.23
175,187510,136233,43099,92653,0.5791939902947708,0.6692889496471697,0.6209906839806195,0.6116049021482468,0.37082158476114274,0.7485288977622986,0.5368494987487793,6296.85
176,226389,152420,26912,53774,0.5976336359484595,0.8080617354896971,0.6870974791038162,0.6026847690343857,0.36880408227443695,0.7227270007133484,0.5292778015136719,6333.52
177,213854,143557,35775,66309,0.5983419648527886,0.7633199244725392,0.670836640139027,0.6049839109182358,0.37316240519285204,0.7119728326797485,0.5304138660430908,6369.76
178,238727,153774,25558,41436,0.6082201064455887,0.8521003844190703,0.7097956780799924,0.601382702589035,0.37044191509485247,0.7259038686752319,0.5340587496757507,6406.79
179,221995,141374,37958,58168,0.6109354402824677,0.7923780085164708,0.6899268412448798,0.6027472108602524,0.37128528505563735,0.7123904824256897,0.5497593879699707,6443.29
180,227023,150433,28899,53140,0.6014555338900428,0.8103247038331257,0.6904392969181243,0.5987480610609055,0.3758708879351616,0.7132980823516846,0.5433205962181091,6480.48
181,235591,150953,28379,44572,0.6094804213750569,0.8409069006257072,0.7067302428203094,0.5985699027776719,0.36963503062725067,0.7171302437782288,0.5403243899345398,6517.71
182,227964,145615,33717,52199,0.6102163130154532,0.8136834628412746,0.697412740806006,0.6011434227228165,0.36880213767290115,0.7118361592292786,0.5344879627227783,6554.89
183,228043,149760,29572,52120,0.6036029359216312,0.8139654415465283,0.6931756352151934,0.601322865486145,0.37073795199394227,0.7183612585067749,0.5312668681144714,6591.34
184,225100,147082,32250,55063,0.6048116244203104,0.8034608424381521,0.6901256237113796,0.6031929612159729,0.3693019703030586,0.7289287447929382,0.5452744960784912,6628.4
185,205772,144977,34355,74391,0.5866645378889177,0.7344724321198731,0.6523001623047272,0.6069230556488037,0.3766635835170746,0.7421373724937439,0.557885468006134,6665.14
186,240747,156856,22476,39416,0.6054959343868129,0.8593104728318871,0.7104133284939049,0.5999251365661621,0.3743664726614952,0.7226377725601196,0.5385186076164246,6703.08
187,217736,146544,32788,62427,0.5977160426045899,0.7771761438876654,0.6757339283691498,0.6017197430133819,0.36838078647851946,0.7230145335197449,0.5271539092063904,6739.56
188,211654,142046,37286,68509,0.5983997738196212,0.7554673529338278,0.6678225420950584,0.6039119958877563,0.36703571677207947,0.7318665981292725,0.5305020213127136,6776.71
189,216350,142799,36533,63813,0.6023962199532784,0.7722290238182772,0.6768213329329028,0.6006070077419281,0.36615018993616105,0.728278398513794,0.5432743430137634,6812.84
190,226178,152063,27269,53985,0.5979732498592167,0.8073086024921207,0.6870492888864588,0.5995280325412751,0.36758755296468737,0.7206723690032959,0.5335140824317932,6850.42
191,228422,151386,27946,51741,0.6014143988541579,0.8153182254616063,0.6922182944402103,0.5980959624052048,0.37407646626234053,0.7240542769432068,0.5591796636581421,6884.75
192,201518,142510,36822,78645,0.5857604613577965,0.7192884142445648,0.6456933855182149,0.6118955045938492,0.3817136883735657,0.7419329285621643,0.5339534282684326,6920.23
193,208741,140376,38956,71422,0.5979113019417559,0.745069834346434,0.663428044749555,0.6091655403375625,0.3761706203222275,0.7144747376441956,0.5415627956390381,6954.93
194,238805,161989,17343,41358,0.5958297778908865,0.8523787937736247,0.7013805570689485,0.6081273674964904,0.3712680533528328,0.7330068349838257,0.5444263815879822,6989.88
195,200057,132884,46448,80106,0.6008782336810425,0.7140735928727205,0.6526037996816201,0.6060192823410034,0.3679602563381195,0.7285054326057434,0.532341718673706,7024.47
196,216840,148989,30343,63323,0.5927359504030572,0.7739780056609902,0.6713395831527326,0.5975502848625183,0.36761218309402466,0.7429699897766113,0.5386362671852112,7059.01
197,181602,128213,51119,98561,0.5861627100043575,0.6482012257150301,0.6156229554322366,0.5992982029914856,0.3647127151489258,0.7428562641143799,0.5336169600486755,7093.09
198,239468,161134,18198,40695,0.5977703556147997,0.8547452732873363,0.7035261801062039,0.5992551445960999,0.3639549523591995,0.726062536239624,0.5470917820930481,7127.1
199,222962,148595,30737,57201,0.6000748202832944,0.7958295706428044,0.6842263548763272,0.5952427297830581,0.36883184015750886,0.7181848883628845,0.5282396674156189,7161.03
200,209501,137238,42094,70662,0.6042037382584595,0.7477825408779889,0.6683692187933681,0.5934232145547866,0.3660735100507736,0.7236210107803345,0.5359339118003845,7195.18
